flow_duration,protocol,TotPackets,TotBytes,tot_fwd_pkts,totlen_fwd_pkts,fwd_iat_mean,fwd_pkt_len_max,fwd_pkt_len_mean,tot_bwd_pkts,totlen_bwd_pkts,bwd_iat_mean,bwd_pkt_len_max,bwd_pkt_len_mean
1782.323,17,83,3480,82,14,22003,14,3444,1,8,0,8,36
1772.577,6,180,15480,120,69,14895,69,8940,60,69,30039,69,6540
1792.21,6,76,4004,39,26,47162,26,2054,37,26,49782,26,1950
0.301,17,14,9435,8,833,42,1350,6891,6,396,54,1350,2544
0.0,17,1,719,1,691,0,691,719,0,0,0,0,0
1775.164,6,180,15480,120,69,14917,69,8940,60,69,30078,69,6540
1777.784,17,142,11360,71,48,25396,48,5396,71,56,25396,56,5964
175.136,2,2,64,2,8,175136,8,64,0,0,0,0,0
1.363,6,41,10025,23,440,61,1360,4484,18,400,69,1360,5541
1788.523,17,87,3648,86,14,21041,14,3612,1,8,0,8,36
1770.467,6,99,9240,66,65,27237,65,5577,33,59,55324,59,3663
0.376,17,2,172,1,50,0,50,78,1,66,0,66,94
30.299,6,39,9924,19,706,489,1460,4322,20,399,1585,1460,5602
14.824,6,22,5962,11,275,1482,275,998,11,902,1205,1440,4964
0.083,6,9,1340,5,145,20,145,349,4,827,16,827,991
1605.686,1,8,448,8,28,229383,28,448,0,0,0,0,0
4.158,17,10,580,5,30,1031,30,290,5,30,1033,30,290
0.0,17,1,1047,1,1019,0,1019,1047,0,0,0,0,0
10.878,6,1926,1727088,1177,1386,9,1408,1683392,749,776,14,1408,43696
0.012,6,10,1512,5,503,2,503,771,5,473,2,473,741
14.877,6,9,685,9,31,1859,31,685,0,0,0,0,0
0.013,6,2,116,1,0,0,0,64,1,0,0,0,52
4.149,6,44,24358,26,1005,165,1360,21170,18,488,234,573,3188
159.226,6,64,41392,40,1160,4082,1408,33411,24,960,2674,3847,7981
0.256,6,28,6254,13,181,21,537,1578,15,486,17,1402,4676
51.161,6,68,38609,31,624,29,1354,3516,37,1036,1420,1491,35093
1786.719,6,102,8296,68,65,26667,65,4930,34,59,54138,59,3366
5.36,17,4,932,2,30,5345,30,116,2,380,5346,468,816
1783.84,6,106,8456,68,65,26624,65,4930,38,59,48209,59,3526
75.479,6,24,6612,12,217,6861,517,1488,12,748,6857,2417,5124
62.074,17,4,352,2,60,62073,60,176,2,60,62073,60,176
131.763,6,28,7352,13,158,10980,267,1317,15,678,9408,2045,6035
0.97,17,2,312,2,128,970,128,312,0,0,0,0,0
0.695,6,28,7575,17,302,43,693,2801,11,721,66,2760,4774
66.083,6,27,7177,13,155,5506,267,1306,14,530,5082,3417,5871
1740.608,17,30,31680,30,1028,60020,1028,31680,0,0,0,0,0
1793.706,6,356,22520,208,69,8665,69,12460,148,69,12201,69,10060
1.469,6,37,8214,19,321,81,1164,2718,18,476,74,2715,5496
2.219,6,6,252,4,0,739,0,164,2,0,1149,0,88
0.024,6,2,218,1,138,0,138,178,1,0,0,0,40
15.992,17,17,9038,9,593,1990,1350,5597,8,402,2272,1350,3441
2.024,6,15,5084,7,150,337,174,584,8,835,273,1452,4500
0.004,17,2,455,1,39,0,39,67,1,360,0,360,388
1.437,17,8,704,4,37,476,37,260,4,83,476,89,444
1.02,6,11,927,6,248,197,248,492,5,231,247,231,435
300.567,6,68,53327,45,1243,6831,1368,47118,23,625,1382,1368,6209
1.386,6,46,18664,26,924,55,1460,13088,20,529,62,4075,5576
131.273,17,4,1344,4,308,43757,308,1344,0,0,0,0,0
0.083,17,2,362,1,46,0,46,74,1,260,0,260,288
2.782,17,28,13915,13,824,230,1350,11084,15,160,195,1350,2831
367.085,6,25,1654,17,180,22942,180,1120,8,110,9201,110,534
1786.916,6,102,8296,68,65,26670,65,4930,34,59,54123,59,3366
0.956,17,4,580,2,40,932,40,136,2,194,935,194,444
1795.434,1,126,7056,126,28,14363,28,7056,0,0,0,0,0
39.486,1,10,1158,10,87,4387,119,1158,0,0,0,0,0
1780.697,6,182,15629,121,69,14839,69,9049,61,69,29661,69,6580
15.35,6,49,8914,24,227,667,314,4142,25,470,628,1179,4772
756.382,2,7,224,7,8,126063,8,224,0,0,0,0,0
12.067,6,1916,1661063,1158,1378,10,1420,1626522,758,467,15,1883,34541
1775.684,17,142,11360,71,48,25366,48,5396,71,56,25366,56,5964
10.002,1,4,1776,4,416,3334,527,1776,0,0,0,0,0
0.01,17,4,284,2,32,4,32,120,2,54,7,60,164
300.57,6,18,1251,7,177,50065,177,573,11,110,30039,110,678
1.204,6,25,8056,12,164,89,267,1288,13,869,85,1448,6768
9.717,6,15,2307,8,210,1375,210,856,7,545,1604,905,1451
1793.621,1,59,4956,59,56,30924,56,4956,0,0,0,0,0
1772.349,6,180,15480,120,69,14893,69,8940,60,69,30037,69,6540
1745.642,6,90,6540,60,31,29587,31,4050,30,31,60186,31,2490
0.027,17,2,382,1,47,0,47,75,1,279,0,279,307
1795.611,6,380,26515,218,97,8274,469,15481,162,69,11150,69,11034
0.425,6,26,9017,13,257,35,669,1714,13,945,33,1438,7303
218.215,17,4,352,2,60,218214,60,176,2,60,218214,60,176
1794.667,17,142,11360,71,48,25638,48,5396,71,56,25638,56,5964
195.989,17,6,528,3,48,97836,48,228,3,72,97942,72,300
0.233,6,10,1671,6,552,46,948,1348,4,159,77,159,323
105.856,6,887,446142,503,829,210,1152,425650,384,394,275,1152,20492
1779.716,1,342,28728,342,56,5219,56,28728,0,0,0,0,0
33.506,6,30,8872,14,158,2577,267,1357,16,763,2228,2036,7515
1780.838,6,8167,3166067,3465,449,514,1408,1011193,4702,636,378,8448,2154874
67.088,6,728,347951,393,824,171,1152,328039,335,406,200,1179,19912
1799.468,17,4522,217056,2261,20,796,20,108528,2261,20,796,20,108528
61.395,17,4,304,2,48,61394,64,152,2,48,61394,64,152
7.366,6,29,7086,16,226,487,517,1818,13,526,609,1380,5268
0.011,17,2,362,1,30,0,30,58,1,276,0,276,304
1789.651,1,222,12432,222,28,8097,28,12432,0,0,0,0,0
2.89,17,33,17765,17,792,178,1350,13951,16,210,190,1350,3814
1780.506,6,356,22941,208,69,8601,69,12460,148,74,12112,421,10481
6.616,6,25,7040,14,185,508,275,1125,11,910,634,1420,5915
0.362,6,10,968,5,256,87,256,460,5,304,86,304,508
2.646,17,4,1564,4,363,882,363,1564,0,0,0,0,0
1.13,6,4,777,1,0,0,0,40,3,308,34,586,737
132.69,6,98,70683,62,1248,2175,1408,60672,36,739,2986,2439,10011
1203.187,2,12,384,12,8,109380,8,384,0,0,0,0,0
1774.873,6,180,15480,120,69,14914,69,8940,60,69,30080,69,6540
1764.068,2,15,480,15,8,126004,8,480,0,0,0,0,0
1.008,17,8,1360,4,33,334,33,244,4,251,334,323,1116
0.883,6,10,1687,7,100,147,100,384,3,1179,313,1179,1303
251.501,2,2,64,2,8,251501,8,64,0,0,0,0,0
11.434,6,1814,1579393,1100,1382,10,1420,1546612,714,467,16,1883,32781
40.388,17,18,1368,18,48,2375,48,1368,0,0,0,0,0
37.444,17,22,1936,11,48,3743,48,836,11,72,3742,72,1100
3.774,17,4,410,2,36,3763,36,128,2,113,3763,113,282
1798.233,17,450,39960,405,35,4451,288,25740,45,288,40023,288,14220
106.27,6,45,9852,19,263,3448,1189,2873,26,370,4250,1420,6979
1.396,6,46,17176,25,877,58,1460,11560,21,433,60,1460,5616
62.396,6,38,8047,17,140,3899,267,1811,21,414,3119,1460,6236
0.27,1,2,112,2,28,270,28,112,0,0,0,0,0
1789.778,6,384,27020,216,97,8324,469,15470,168,69,10714,69,11550
8.29,6,27,4747,14,165,637,456,1562,13,415,592,888,3185
14.4,6,14,2242,8,210,2056,210,844,6,545,2877,904,1398
0.906,6,10,1687,7,100,151,100,384,3,1179,322,1179,1303
12.317,6,1005,859281,617,1317,19,1368,834441,388,776,31,1473,24840
1770.598,6,101,9410,66,66,27239,66,5610,35,60,52073,60,3800
5.691,6,596,547368,393,1329,14,1368,532148,203,776,27,2736,15220
1739.991,6,87,6322,58,31,30526,31,3915,29,31,62142,31,2407
201.419,17,4,352,2,60,201418,60,176,2,60,201418,60,176
31.179,6,13,5600,5,112,7794,112,328,8,987,4388,1917,5272
37.081,17,40,5880,20,48,1950,48,1520,20,190,1950,308,4360
1.384,6,10,1687,7,100,230,100,384,3,1179,552,1179,1303
133.918,6,32,8952,14,158,10301,267,1357,18,624,7869,1400,7595
5.045,17,4,288,2,36,5007,36,128,2,52,5014,52,160
34.527,1,4,224,4,28,11509,28,224,0,0,0,0,0
0.436,6,5,1564,3,413,218,413,946,2,269,203,269,618
1797.365,1,58,4872,0,0,0,0,0,58,56,31532,56,4872
300.653,6,39,8606,20,315,15823,882,2093,19,441,472,1440,6513
0.325,6,9,1340,5,145,81,145,349,4,827,83,827,991
1777.051,1,321,26964,321,56,5553,56,26964,0,0,0,0,0
840.626,17,8,2196,4,30,280207,30,232,4,463,280207,463,1964
252.505,17,37,2812,37,48,7014,48,2812,0,0,0,0,0
0.208,6,25,7216,13,155,17,267,1301,12,678,18,2800,5915
1761.992,6,247,24224,122,90,14561,721,12191,125,167,14207,1420,12033
280.185,6,27,7312,13,158,23348,267,1317,14,775,21549,3445,5995
1768.403,6,190,11961,95,52,18812,208,7262,95,31,18810,31,4699
1195.064,6,15,910,10,31,132784,31,555,5,31,298758,31,355
16.648,6,12,500,7,0,2774,0,284,5,0,3031,0,216
1.479,6,47,18973,26,945,59,1460,13357,21,476,64,2615,5616
899.324,6,12,728,8,31,128474,31,444,4,31,299654,31,284
27.761,6,41,12308,21,833,458,1360,6706,20,399,1450,1360,5602
300.827,6,44,13757,24,892,13079,1360,8155,20,399,505,1360,5602
3.854,6,2,88,2,0,0,0,88,0,0,0,0,0
0.287,6,23,4494,11,165,28,456,1394,12,493,23,888,3100
9.326,6,1817,1696302,1164,1380,7,1408,1657682,653,931,14,2801,38620
0.53,17,2,167,1,39,0,39,67,1,72,0,72,100
69.095,6,25,7097,12,155,6281,267,1266,13,589,5757,3426,5831
1792.978,6,860,72034,425,46,4228,1448,31833,435,74,4129,1448,40201
1772.705,6,292,37439,121,143,14771,1360,17973,171,148,10426,4662,19466
1095.79,6,210,13368,119,69,8923,69,7244,91,69,12105,69,6124
2.67,6,65,38232,39,1158,70,1380,32902,26,421,105,1380,5330
240.421,6,57,6900,25,182,10017,585,3342,32,133,7755,580,3558
0.157,6,27,7296,13,155,13,267,1301,14,603,11,2800,5995
1778.68,17,140,11200,70,48,25777,48,5320,70,56,25777,56,5880
597.838,1,60,3360,60,28,10132,28,3360,0,0,0,0,0
811.129,6,48,3829,32,45,26165,205,2430,16,35,54043,98,1399
1681.573,17,14,1036,7,30,280260,30,406,7,62,280260,62,630
2.6,17,3,1167,3,361,1300,361,1167,0,0,0,0,0
0.517,17,2,904,2,424,517,548,904,0,0,0,0,0
182.94,17,4,352,2,60,182939,60,176,2,60,182939,60,176
0.095,17,2,148,1,30,0,30,58,1,62,0,62,90
65.085,17,4,1344,4,308,21695,308,1344,0,0,0,0,0
1798.58,17,328,71241,328,189,5500,422,71241,0,0,0,0,0
302.235,6,26,5453,14,298,23248,1382,2353,12,436,27474,2433,3100
22.73,6,19,2541,11,211,2272,211,1030,8,545,2291,904,1511
5.483,6,39,7285,20,218,288,314,3423,19,516,289,1179,3862
1799.283,17,769,46394,769,32,2342,37,46394,0,0,0,0,0
41.394,6,18,3799,9,454,5174,585,2295,9,334,5155,580,1504
0.508,17,3,451,2,39,254,39,134,1,289,0,289,317
81.508,6,34,24792,19,884,35,1360,6097,15,2260,5812,6800,18695
153.21,17,14,1120,7,48,25533,48,532,7,56,25533,56,588
320.58,6,14,5891,5,189,80145,267,587,9,822,167,1452,5304
3.707,6,13,1375,6,283,706,283,886,7,105,588,105,489
0.465,6,21,7217,12,318,41,599,1905,9,967,57,1471,5312
1797.228,1,345,28980,345,56,5224,56,28980,0,0,0,0,0
1779.926,6,354,22440,207,69,8640,69,12420,147,69,12191,69,10020
1786.761,6,106,8584,69,66,26275,66,5004,37,60,49629,60,3580
12.885,6,107,34429,56,596,234,1152,27907,51,407,252,1152,6522
0.867,6,19,5908,10,281,96,544,1248,9,716,97,1420,4660
1.181,6,25,8056,12,164,92,267,1288,13,869,84,1448,6768
3.162,6,2557,3007929,659,784,4,1396,37404,1898,1515,1,4188,2970525
2.008,17,3,329,2,39,2000,39,134,1,167,0,167,195
1773.539,6,182,15560,120,69,14903,69,8940,62,69,29067,69,6620
509.939,1,6,336,6,28,101987,28,336,0,0,0,0,0
20.492,17,6,1920,6,292,4098,298,1920,0,0,0,0,0
0.445,6,12,1653,6,288,84,288,548,6,426,53,434,1105
1.247,6,58,18034,28,707,46,1360,8925,30,438,42,1360,9109
3.795,17,5,295,5,31,948,31,295,0,0,0,0,0
200.408,17,4,352,2,60,200407,60,176,2,60,200406,60,176
4.581,6,39,7285,21,218,229,314,3463,18,516,254,1179,3822
2.581,6,32,8952,14,158,198,267,1357,18,624,148,1400,7595
300.581,6,45,8944,23,286,13662,766,2156,22,346,594,2128,6788
0.125,6,2,175,1,0,0,0,40,1,83,0,83,135
1624.691,1,7,392,7,28,270781,28,392,0,0,0,0,0
281.55,6,32,7853,14,158,21657,267,1357,18,524,16561,1400,6496
3.354,17,2,213,1,48,0,48,76,1,109,0,109,137
240.289,6,46,9212,24,519,10447,1402,5934,22,236,11442,617,3278
1637.772,2,14,448,14,8,125982,8,448,0,0,0,0,0
1785.861,6,382,26995,219,102,8192,469,16059,163,69,11023,69,10936
1788.99,17,87,3648,86,14,21046,14,3612,1,8,0,8,36
11.024,6,20,4442,11,275,1102,275,998,9,768,779,1440,3444
11.144,6,1693,1528124,1080,1362,10,1420,1499229,613,475,18,1883,28895
196.951,6,53,11142,19,263,4228,1189,2873,34,265,5967,1300,8269
34.466,17,19,1444,19,48,1914,48,1444,0,0,0,0,0
1781.462,17,142,11360,71,48,25448,48,5396,71,56,25448,56,5964
1793.741,17,87,3648,86,14,21102,14,3612,1,8,0,8,36
0.0,6,1,40,1,0,0,0,40,0,0,0,0,0
1787.906,6,369,23385,213,69,8433,69,12867,156,69,11534,69,10518
1793.308,1,194,10864,194,28,9291,28,10864,0,0,0,0,0
4.068,6,37,7189,19,218,226,314,3383,18,513,224,1179,3806
4.941,17,6,1392,6,204,988,204,1392,0,0,0,0,0
1.083,6,27,9027,14,294,83,818,1769,13,960,76,1440,7258
240.181,6,58,17994,30,737,8281,1408,14842,28,211,8895,580,3152
5.644,6,25,7634,14,162,434,318,1700,11,1768,545,2736,5934
1787.017,6,104,8376,68,65,26671,65,4930,36,59,51053,59,3446
1762.382,1,47,6246,47,104,38312,320,6246,0,0,0,0,0
274.881,17,4,240,2,32,274880,32,120,2,32,274880,32,120
1797.235,6,134,8955,75,57,24286,208,5665,59,31,30983,31,3290
76.193,6,9,360,9,0,0,0,360,0,0,0,0,0
376.64,6,21,1419,15,177,26902,177,989,6,110,12261,110,430
0.26,6,26,8990,13,247,21,624,1672,13,1105,21,2816,7318
0.245,6,45,56124,29,198,8,250,2320,16,3783,10,9856,53804
150.134,17,8,2688,8,308,21447,308,2688,0,0,0,0,0
0.033,17,4,284,2,32,21,32,120,2,54,22,60,164
1.281,6,14,1542,8,304,183,304,1044,6,83,248,83,498
1796.383,17,448,39100,404,34,4457,288,25444,44,282,40946,288,13656
0.005,6,5,6040,1,0,0,0,40,4,1460,1,1460,6000
481.286,2,5,160,5,8,120321,8,160,0,0,0,0,0
1786.709,6,105,8550,69,66,26275,66,5070,36,60,51045,60,3480
896.384,17,15,4920,15,300,64027,300,4920,0,0,0,0,0
373.8,6,25,1651,17,177,23362,177,1117,8,110,9247,110,534
0.093,6,12,3462,6,75,18,75,395,6,1373,18,1448,3067
1793.557,17,178,11392,178,36,10133,36,11392,0,0,0,0,0
0.041,6,10,1677,6,555,8,951,1354,4,159,8,159,323
70.869,6,27,7315,11,155,29,267,1226,16,453,4723,2006,6089
39.043,17,22,1936,11,48,3903,48,836,11,72,3903,72,1100
2.882,17,6,594,3,39,1440,39,201,3,103,1440,103,393
13.486,6,2205,2009495,1385,1371,9,1408,1962191,820,931,16,2801,47304
0.237,6,3,120,2,0,237,0,80,1,0,0,0,40
44.138,17,2,672,2,308,44138,308,672,0,0,0,0,0
839.515,6,79,5055,39,53,22087,208,2897,40,31,21521,31,2158
1787.905,6,371,23465,213,69,8433,69,13005,158,69,11387,69,10460
92.349,6,25,9908,12,549,61,1460,2709,13,952,7684,1460,7199
1791.132,1,58,4872,58,56,31423,56,4872,0,0,0,0,0
0.275,6,2,100,1,0,0,0,60,1,0,0,0,40
19.143,6,1812,1621972,1097,1421,17,1432,1588091,715,420,26,1432,33881
280.289,17,4,296,2,30,280278,30,116,2,62,280277,62,180
1773.457,6,180,15480,120,69,14903,69,8940,60,69,30056,69,6540
8.755,17,2,244,2,94,8755,94,244,0,0,0,0,0
2.294,17,4,240,2,32,2293,32,120,2,32,2293,32,120
4.006,1,3,252,3,56,2003,56,252,0,0,0,0,0
0.106,6,3,156,2,0,106,0,104,1,0,0,0,52
1756.116,6,105,6270,60,27,29764,27,3525,45,27,39910,27,2745
3.244,17,5,373,3,31,1554,31,177,2,70,2022,70,196
0.292,6,21,7281,12,334,25,663,1969,9,967,35,1471,5312
15.128,17,24,6212,10,256,1676,1350,2848,14,212,1160,1350,3364
0.168,17,2,152,1,48,0,48,76,1,48,0,48,76
31.529,6,7,308,1,0,0,0,44,6,0,6061,0,264
198.199,17,4,352,2,60,198198,60,176,2,60,198198,60,176
240.962,6,56,14034,28,613,8924,1418,10698,28,186,8923,580,3336
1753.376,17,86,28856,86,307,20627,548,28856,0,0,0,0,0
0.17,6,28,7336,13,155,14,267,1301,15,543,11,1400,6035
2.007,17,6,480,3,40,994,41,206,3,63,994,76,274
1794.184,17,144,11520,72,48,25270,48,5472,72,56,25270,56,6048
0.488,6,10,861,5,222,120,222,426,5,231,119,231,435
1796.175,17,144,11520,72,48,25298,48,5472,72,56,25298,56,6048
601.651,2,5,160,5,8,150412,8,160,0,0,0,0,0
1797.881,6,250,25015,102,66,17799,594,9407,148,127,12229,1440,15608
306.19,6,12,850,2,64,309,64,144,10,34,34012,58,706
1681.12,1,14,784,14,28,129316,28,784,0,0,0,0,0
240.278,6,55,18206,28,809,8898,1418,15220,27,196,9241,580,2986
1744.286,6,97,7307,63,38,28133,205,4476,34,33,52845,98,2831
1795.348,1,342,28728,342,56,5264,56,28728,0,0,0,0,0
1787.471,6,102,8296,68,65,26678,65,4930,34,59,54162,59,3366
8.323,6,41,7349,22,218,396,314,3503,19,513,447,1179,3846
1795.905,17,87,3648,86,14,21128,14,3612,1,8,0,8,36
0.234,17,8,2758,8,316,33,355,2758,0,0,0,0,0
11.391,6,21,6825,12,275,1035,275,1038,9,1353,778,1440,5787
1134.233,2,8,256,8,8,162033,8,256,0,0,0,0,0
48.651,6,472,213595,241,824,202,1152,199175,231,431,210,1179,14420
3.94,17,4,240,4,32,1313,32,240,0,0,0,0,0
111.07,6,10,904,4,106,37023,106,274,6,76,22181,90,630
23.738,17,6,2016,6,308,4747,308,2016,0,0,0,0,0
1744.688,2,23,736,23,8,79304,8,736,0,0,0,0,0
0.168,17,2,233,1,50,0,50,78,1,127,0,127,155
1781.806,6,359,22709,209,69,8566,69,12569,150,69,11958,69,10140
1.054,6,28,10126,17,351,65,785,1737,11,993,97,1452,8389
37.298,1,43,4472,0,0,0,0,0,43,76,888,76,4472
1774.76,6,180,15480,120,69,14913,69,8940,60,69,30078,69,6540
120.524,6,12,716,4,106,40166,106,274,8,90,17215,90,442
30.78,17,4,1344,4,308,10260,308,1344,0,0,0,0,0
1.261,6,7,376,3,0,630,0,164,4,0,355,0,212
0.121,17,2,142,1,35,0,35,63,1,51,0,51,79
595.255,2,10,320,10,8,66139,8,320,0,0,0,0,0
300.829,2,6,192,6,8,60165,8,192,0,0,0,0,0
280.489,6,29,7392,13,158,23374,267,1317,16,603,18694,2076,6075
1795.367,17,447,39864,402,35,4477,288,25644,45,288,40018,288,14220
280.314,6,28,7352,12,158,25483,267,1277,16,603,18683,1400,6075
280.187,6,30,7432,14,158,21552,267,1357,16,603,18677,2036,6075
3.424,6,11,1551,6,261,684,261,505,5,421,852,421,1046
0.16,17,2,362,1,46,0,46,74,1,260,0,260,288
0.068,6,4,222,2,31,68,31,111,2,31,1,31,111
75.719,6,33,7693,13,155,6309,267,1306,20,371,3984,1997,6387
2.152,6,14,2351,8,188,307,245,700,6,703,379,1152,1651
1795.792,17,449,39928,404,35,4456,288,25708,45,288,40019,288,14220
31.581,6,7,336,1,0,0,0,48,6,0,6315,0,288
378.044,2,3,96,3,8,189022,8,96,0,0,0,0,0
560.415,17,6,1603,3,30,280205,30,174,3,448,280204,463,1429
1784.582,17,140,11200,70,48,25863,48,5320,70,56,25863,56,5880
1.593,6,51,19032,27,870,61,1360,13296,24,476,61,2715,5736
280.42,6,30,7432,13,158,23368,267,1317,17,543,17523,1400,6115
2.99,17,3,699,3,205,1495,205,699,0,0,0,0,0
1795.652,17,449,39928,404,35,4455,288,25708,45,288,40018,288,14220
0.013,17,3,244,2,32,10,32,120,1,96,0,96,124
1.333,6,24,8004,13,164,94,267,1340,11,1014,113,2411,6664
1797.342,6,356,22520,208,69,8682,69,12460,148,69,12226,69,10060
45.101,6,10,909,6,302,9020,302,610,4,83,15031,83,299
4.141,17,5,340,5,40,1035,40,340,0,0,0,0,0
0.094,6,9,1346,5,145,23,145,349,4,833,24,833,997
582.507,1,6,489,6,53,116501,78,489,0,0,0,0,0
1786.385,6,102,8364,68,66,26662,66,4964,34,60,54130,60,3400
0.034,6,5,4051,1,0,0,0,40,4,1283,2,1420,4011
280.232,17,4,1082,2,30,280218,30,116,2,455,280221,463,966
280.449,6,31,7472,13,158,23370,267,1317,18,543,16494,1380,6155
0.607,6,14,1745,7,288,71,288,600,7,426,69,434,1145
0.266,17,2,420,1,39,0,39,67,1,325,0,325,353
37.841,6,46,13740,23,989,453,1360,7925,23,348,1712,2667,5815
0.219,17,2,1922,2,933,219,933,1922,0,0,0,0,0
39.119,6,27,7177,13,155,3259,267,1306,14,530,3008,3417,5871
1797.506,17,449,39928,404,35,4460,288,25708,45,288,40017,288,14220
283.498,17,4,288,2,36,283466,36,128,2,52,283467,52,160
145.103,6,35,5039,17,304,9068,304,3324,18,83,8487,83,1715
147.083,17,4,558,2,36,147078,36,128,2,187,147077,187,430
0.012,17,2,382,1,37,0,37,65,1,289,0,289,317
2.264,6,13,2311,8,188,323,245,700,5,1407,501,1407,1611
17.111,6,22,6546,7,154,2851,267,752,15,576,1208,1917,5794
0.81,17,2,134,2,39,810,39,134,0,0,0,0,0
1550.809,6,122,13537,66,64,23857,517,4686,56,295,28194,2449,8851
1.259,6,24,8004,12,164,97,267,1288,12,1014,97,2804,6716
366.837,6,19,1303,14,177,28218,177,925,5,110,15158,110,378
18.862,6,13,5686,6,290,3772,517,901,7,1101,430,1418,4785
240.272,6,43,9155,21,519,12013,1402,5772,22,247,11441,618,3383
92.058,6,22,8510,11,313,67,632,1413,11,949,9192,1440,7097
6.392,6,9,588,3,106,3191,106,234,6,90,1276,90,354
1443.904,2,18,576,18,8,84935,8,576,0,0,0,0,0
1740.315,6,89,6426,58,31,30531,31,3915,31,31,58008,31,2511
1799.97,6,371,25564,159,46,11194,46,10322,212,46,8530,46,15242
1787.452,17,87,3648,86,14,21028,14,3612,1,8,0,8,36
1795.983,17,449,39928,404,35,4456,288,25708,45,288,40014,288,14220
240.29,6,43,8918,21,515,12014,1402,5740,22,225,11442,639,3178
35.475,17,20,1760,10,48,3940,48,760,10,72,3940,72,1000
1792.554,17,87,3648,86,14,21088,14,3612,1,8,0,8,36
5.344,6,39,7269,20,218,281,314,3423,19,513,282,1179,3846
0.38,6,51,21640,29,957,13,1380,16518,22,421,16,1923,5122
280.494,6,29,7392,13,158,23374,267,1317,16,678,18692,3456,6075
0.064,17,2,2386,2,1165,64,1165,2386,0,0,0,0,0
262.295,17,4,352,2,60,262294,60,176,2,60,262294,60,176
1755.404,6,119,7234,66,26,27005,26,3934,53,26,33756,26,3300
2.995,6,3,180,3,0,0,0,180,0,0,0,0,0
1724.746,1,56,4704,0,0,0,0,0,56,56,31359,56,4704
0.108,6,10,1569,5,627,26,627,895,5,406,27,406,674
5.311,17,3,208,2,36,5006,36,128,1,52,0,52,80
12.305,6,1924,1698975,1177,1389,10,1420,1664874,747,467,16,1883,34101
0.383,6,10,968,5,256,93,256,460,5,304,93,304,508
76.769,6,38,6329,16,206,222,314,2704,22,548,3644,1179,3625
13.207,6,1640,1322539,886,1393,14,1448,1271307,754,776,17,1448,51232
1.597,6,48,19487,27,911,61,1360,13871,21,433,68,1360,5616
1.777,6,50,22690,28,979,65,1460,15879,22,493,75,1460,6811
1745.375,6,99,7411,63,38,28151,205,4476,36,33,49859,98,2935
739.581,1,58,3248,58,28,12975,28,3248,0,0,0,0,0
52.992,6,7067,6814927,4740,1361,11,1408,6689259,2327,776,22,1408,125668
162.148,6,22,8319,11,525,89,1237,2048,11,831,16196,1360,6271
1.455,6,47,18991,26,946,58,1460,13375,21,433,62,1460,5616
1784.649,6,119,14039,77,82,23482,515,6044,42,157,43525,1452,7995
9.355,6,1858,1569717,1031,1430,8,1448,1516633,827,776,11,1448,53084
16.115,17,2,672,2,308,16115,308,672,0,0,0,0,0
8.281,6,41,8831,21,218,414,314,3463,20,570,421,1179,5368
1.724,17,8,2750,8,315,246,354,2750,0,0,0,0,0
8.718,6,36,8470,18,414,512,928,1996,18,441,501,1360,6474
114.668,17,4,240,2,32,114667,32,120,2,32,114667,32,120
8.353,6,80,24954,41,568,208,1152,19253,39,459,212,1179,5701
0.033,17,4,314,2,31,22,31,118,2,70,16,70,196
65.914,6,37,5719,18,162,3877,722,2228,19,227,3650,1408,3491
1682.328,1,8,448,8,28,240332,28,448,0,0,0,0,0
131.778,6,28,8106,11,261,247,467,1377,17,416,8223,1368,6729
4.3,6,21,6967,11,349,418,517,1978,10,893,470,2448,4989
407.297,6,89,13235,41,137,7867,721,5493,48,323,8661,2840,7742
0.092,17,2,176,1,48,0,48,76,1,72,0,72,100
311.123,6,27,5686,9,133,38889,159,887,18,773,18301,1408,4799
15.964,6,26,2418,12,222,1450,222,1376,14,231,1227,231,1042
120.359,2,3,96,3,8,60179,8,96,0,0,0,0,0
122.436,17,4,352,2,60,122435,60,176,2,60,122435,60,176
68.234,17,4,240,2,32,68233,32,120,2,32,68233,32,120
256.716,17,4,352,2,60,256715,60,176,2,60,256715,60,176
1798.966,1,16,896,16,28,119931,28,896,0,0,0,0,0
1782.48,1,341,28644,341,56,5242,56,28644,0,0,0,0,0
159.44,17,4,240,2,32,159438,32,120,2,32,159439,32,120
23.013,17,14,1232,7,48,3833,48,532,7,72,3832,72,700
1790.682,1,58,4872,0,0,0,0,0,58,56,31415,56,4872
0.119,17,2,340,1,34,0,34,62,1,250,0,250,278
6.203,6,1674,1527580,1041,1388,5,1408,1490000,633,776,9,1408,37580
1798.238,17,448,39896,403,35,4473,288,25676,45,288,40024,288,14220
1.298,6,47,18943,26,942,51,1460,13327,21,433,56,1460,5616
32.064,6,9,396,2,0,3484,0,88,7,0,5329,0,308
213.746,17,4,240,2,32,213745,32,120,2,32,213745,32,120
165.803,6,14,3440,5,92,41450,92,348,9,374,20700,2026,3092
120.73,17,5058,4749986,1646,39,73,1350,110931,3412,1331,35,1350,4639055
0.578,17,2,167,1,39,0,39,67,1,72,0,72,100
1799.623,17,448,39896,403,35,4476,288,25676,45,288,40018,288,14220
42.681,17,24,2112,12,48,3879,48,912,12,72,3879,72,1200
300.784,6,32,8176,18,204,17693,467,1820,14,936,5655,2694,6356
282.251,6,29,7599,12,158,25490,267,1277,17,563,17638,3465,6322
