flow_duration,protocol,TotPackets,TotBytes,tot_fwd_pkts,totlen_fwd_pkts,fwd_iat_mean,fwd_pkt_len_max,fwd_pkt_len_mean,tot_bwd_pkts,totlen_bwd_pkts,bwd_iat_mean,bwd_pkt_len_max,bwd_pkt_len_mean
86.407,6,30,7432,13,158,7200,267,1317,17,543,5398,1400,6115
230.333,17,4,304,2,48,230316,48,152,2,48,230316,48,152
1788.491,6,356,22520,208,69,8640,69,12460,148,69,12164,69,10060
1798.735,17,449,39928,404,35,4463,288,25708,45,288,40019,288,14220
180.68,6,24,2812,14,302,13898,302,1944,10,83,20073,83,868
1.219,6,25,5878,14,138,93,267,1533,11,975,111,1460,4345
4.955,6,185,133660,89,241,56,517,7517,96,1331,52,1408,126143
36.338,6,17,5751,10,272,4037,516,1220,7,849,113,1452,4531
0.358,6,27,9069,13,261,29,683,1728,14,943,26,1408,7341
1.558,6,48,19279,27,896,59,1360,13663,21,433,67,1360,5616
1.839,17,3,1008,3,308,919,308,1008,0,0,0,0,0
197.395,17,4,352,2,60,197394,60,176,2,60,197394,60,176
1744.665,2,24,768,24,8,75855,8,768,0,0,0,0,0
63.752,6,13,1079,12,43,5795,43,1019,1,0,0,0,60
297.226,6,63,8363,26,182,11888,585,3386,37,179,8256,580,4977
1.364,6,49,18876,27,864,52,1360,13220,22,476,55,2715,5656
1.57,6,50,18802,29,852,56,1360,13141,21,437,68,2715,5661
481.232,2,4,128,4,8,160410,8,128,0,0,0,0,0
8.044,6,79,24717,40,561,206,1152,19016,39,413,205,1152,5701
1736.994,1,50,4200,0,0,0,0,0,50,56,35448,56,4200
1784.633,17,140,11200,70,48,25864,48,5320,70,56,25864,56,5880
0.378,6,10,968,5,256,92,256,460,5,304,92,304,508
33.253,6,29,11481,15,752,2375,1360,3642,14,908,2545,1360,7839
1570.625,6,110,13109,69,83,23097,501,5450,41,167,39263,1420,7659
1799.421,1,60,5040,0,0,0,0,0,60,56,30498,56,5040
12.696,6,38,7249,18,218,746,314,3343,20,516,642,1179,3906
1783.962,17,85,3561,83,13,21753,14,3481,2,12,1783769,16,80
0.074,17,2,144,1,36,0,36,64,1,52,0,52,80
2.884,17,17,6765,8,520,407,1350,4386,9,236,356,1350,2379
1740.591,17,30,7050,30,207,60020,207,7050,0,0,0,0,0
1799.045,6,365,25570,213,99,8486,469,15005,152,69,11911,69,10565
379.136,6,27,1767,18,177,22302,177,1181,9,110,8808,110,586
1781.762,6,367,25981,213,105,8404,469,15405,154,69,11645,69,10576
313.696,6,61,32510,32,833,10114,1368,16685,29,950,11201,2736,15825
75.182,6,19,780,9,0,5409,0,364,10,0,8352,0,416
240.655,2,4,128,4,8,80218,8,128,0,0,0,0,0
0.029,17,2,384,1,32,0,32,60,1,296,0,296,324
11.798,6,30,6431,16,181,786,537,1766,14,652,828,1440,4665
1720.497,17,12,498,11,14,172049,14,462,1,8,0,8,36
13.924,6,96,29447,50,555,284,1152,23109,46,449,303,1179,6338
56.209,6,12,1055,6,332,11241,332,652,6,83,11203,83,403
55.091,6,26,7143,12,156,5008,267,1272,14,530,4237,2840,5871
244.602,6,53,9996,25,513,10191,1408,6013,28,193,9059,580,3983
0.413,6,8,335,4,0,137,0,164,4,7,68,7,171
50.531,6,16,3676,8,150,7218,174,624,8,681,7205,1452,3052
0.606,6,3,239,1,0,0,0,40,2,83,314,83,199
60.547,6,8,432,5,0,15136,0,268,3,0,30144,0,164
1772.371,6,180,15480,120,69,14893,69,8940,60,69,30035,69,6540
38.462,17,33,13014,16,430,2561,1350,7328,17,306,2401,1350,5686
240.284,6,45,7752,21,224,12014,584,2707,24,378,10446,957,5045
1.276,6,47,19191,27,893,49,1360,13615,20,476,58,2715,5576
4.179,6,32,6089,17,206,261,314,2744,15,548,280,1179,3345
93.378,17,4,240,2,32,93377,32,120,2,32,93377,32,120
1.31,17,2,154,1,33,0,33,61,1,65,0,65,93
1796.546,6,451,27527,241,69,7485,69,14125,210,43,8584,69,13402
166.606,6,29,7392,13,158,13883,267,1317,16,603,11103,1400,6075
0.971,6,51,33434,36,1167,27,1360,28332,15,561,57,2744,5102
0.046,17,2,180,1,30,0,30,58,1,94,0,94,122
0.382,6,12,1665,6,288,74,288,560,6,426,42,434,1105
12.064,6,2461,2291450,1574,1377,7,1408,2240662,887,931,13,2816,50788
1.619,6,50,18696,29,842,57,1360,13035,21,437,70,2715,5661
1.421,6,9,527,5,43,355,43,311,4,0,471,0,216
1.676,17,2,144,1,36,0,36,64,1,52,0,52,80
1784.879,6,362,24774,211,94,8499,469,14387,151,69,11899,69,10387
740.463,1,10,560,10,28,82273,28,560,0,0,0,0,0
1782.332,17,83,3480,82,14,22004,14,3444,1,8,0,8,36
0.632,6,3,187,1,0,0,0,40,2,31,263,31,147
1782.157,17,83,3480,82,14,22001,14,3444,1,8,0,8,36
311.927,6,21,1492,11,226,31192,226,822,10,110,11225,110,670
360.963,2,5,160,5,8,90240,8,160,0,0,0,0,0
300.786,6,45,9492,23,245,13672,633,1980,22,413,429,1360,7512
240.29,6,53,17748,28,794,8898,1418,14967,25,184,10011,580,2781
0.017,17,4,352,2,37,10,37,130,2,83,11,89,222
1.322,6,29,6387,14,164,101,267,1882,15,780,82,1460,4505
0.086,6,9,1343,5,145,21,145,349,4,830,24,830,994
261.706,6,78,14248,36,236,6070,1189,4530,42,320,6382,1420,9718
1772.511,6,202,22319,129,75,13847,267,10017,73,135,24611,2006,12302
0.234,6,2,80,0,0,0,0,0,2,0,0,0,80
280.305,6,28,7352,12,158,25482,267,1277,16,603,18683,1400,6075
1741.716,6,97,7338,64,38,27646,205,4528,33,33,54417,98,2810
0.069,6,10,767,5,186,17,186,454,5,45,13,45,313
1.358,6,45,18080,26,882,54,1360,12544,19,476,65,2715,5536
280.768,6,26,7475,11,181,28076,267,1168,15,570,20038,1400,6307
301.327,6,41,8909,22,280,14348,928,2345,19,445,510,3488,6564
0.023,17,2,136,1,32,0,32,60,1,48,0,48,76
0.891,6,10,1687,7,100,148,100,384,3,1179,316,1179,1303
280.23,6,27,7312,12,158,25475,267,1277,15,678,20013,2045,6035
0.898,6,30,13911,16,846,59,1360,6600,14,842,52,1360,7311
22.117,6,4366,4165640,2915,1353,7,1368,4085524,1451,931,15,2736,80116
280.746,6,31,7472,13,158,23395,267,1317,18,543,16510,1380,6155
300.244,6,33,12065,18,592,17661,1402,4522,15,844,17178,2804,7543
1792.162,1,58,4872,58,56,31441,56,4872,0,0,0,0,0
0.05,17,4,284,2,32,45,32,120,2,54,45,60,164
1675.153,1,7,392,7,28,279192,28,392,0,0,0,0,0
1.342,6,7,376,4,0,447,0,216,3,0,543,0,160
0.031,6,16,2969,8,391,3,588,1599,8,315,3,759,1370
0.08,6,10,1514,5,503,19,503,771,5,475,20,475,743
0.036,17,8,1670,8,180,5,219,1670,0,0,0,0,0
1.147,6,10,860,5,222,274,222,426,5,230,269,230,434
5.241,6,14,7913,6,275,1048,275,794,8,1359,503,1380,7119
1799.552,1,245,13720,245,28,7375,28,13720,0,0,0,0,0
11.389,6,2120,1932610,1330,1373,8,1408,1886866,790,776,14,1408,45744
1720.09,17,12,498,11,14,172009,14,462,1,8,0,8,36
1755.907,1,65,5460,65,56,27436,56,5460,0,0,0,0,0
280.588,6,57,8512,26,158,11223,267,1837,31,603,9351,2760,6675
303.436,6,206,123562,107,1131,2862,1448,44111,99,1092,475,1664,79451
351.307,17,5,1920,5,356,87826,356,1920,0,0,0,0,0
15.766,6,25,4660,13,204,1296,722,1715,12,579,1147,1448,2945
192.424,17,4,352,2,60,192423,60,176,2,60,192423,60,176
7.84,17,12,1764,6,48,1565,48,456,6,190,1565,308,1308
1787.868,17,294,57240,294,166,6101,358,57240,0,0,0,0,0
1793.974,17,144,11520,72,48,25267,48,5472,72,56,25267,56,6048
1740.746,6,87,6322,58,31,30539,31,3915,29,31,62169,31,2407
10.874,6,23,8063,8,402,1553,721,1530,15,539,762,1420,6533
20.815,17,4,5504,4,1348,6938,1348,5504,0,0,0,0,0
352.847,6,19,6297,3,106,53680,106,234,16,416,23502,1460,6063
1566.57,6,93,7465,61,66,26109,66,4354,32,59,50529,60,3111
1691.979,17,49,17224,49,323,35249,548,17224,0,0,0,0,0
0.281,6,21,5000,10,137,31,267,1092,11,577,27,1400,3908
353.755,6,42,19300,28,318,13102,1360,5615,14,1311,56,3510,13685
0.479,17,21,5929,9,324,58,1350,3176,12,201,39,1350,2753
39.296,6,2141,1670748,1169,1362,33,1380,1621358,972,421,40,1923,49390
0.008,17,2,245,1,37,0,37,65,1,152,0,152,180
1.349,6,47,17726,26,849,53,1360,12110,21,476,58,2715,5616
1781.845,6,435,28301,217,99,8249,469,15165,218,34,8211,64,13136
124.762,17,4,352,2,60,124761,60,176,2,60,124761,60,176
5.237,6,30,8872,15,158,374,267,1397,15,858,364,3436,7475
1683.005,17,14,1036,7,30,280493,30,406,7,62,280493,62,630
1781.65,6,352,22360,205,69,8733,69,12340,147,69,12202,69,10020
1774.127,6,181,15589,120,69,14908,69,8940,61,69,29562,69,6649
37.395,6,31,7262,18,124,2199,159,1704,13,695,3115,1418,5558
755.838,2,6,192,6,8,151167,8,192,0,0,0,0,0
8.201,6,18,6871,9,275,1025,275,643,9,1171,675,1440,6228
315.479,6,23,5479,9,133,39434,159,887,14,967,24267,1669,4592
1.274,17,27,16724,12,441,115,1350,5634,15,711,75,1350,11090
2.765,17,6,785,3,31,1378,31,177,3,174,1376,196,608
1793.199,17,144,11520,72,48,25254,48,5472,72,56,25254,56,6048
1788.934,6,362,22898,210,69,8559,69,12678,152,69,11844,69,10220
0.059,17,4,420,2,33,1,33,122,2,121,0,145,298
1.165,17,2,178,1,29,0,29,57,1,93,0,93,121
854.268,6,88,7591,55,69,15819,69,4063,33,69,26694,69,3528
457.882,17,79,35950,79,427,5870,453,35950,0,0,0,0,0
1799.429,1,16,896,16,28,119961,28,896,0,0,0,0,0
65.498,6,42,12854,19,450,165,1189,3924,23,533,2973,1460,8930
301.081,6,30,8870,14,419,23160,1002,2412,16,802,5468,1408,6458
0.251,17,2,304,1,60,0,60,88,1,188,0,188,216
280.185,6,28,7352,12,158,25471,267,1277,16,603,18678,1400,6075
188.361,6,13,772,4,106,62783,106,274,9,90,23543,90,498
0.912,6,16,2229,8,336,130,741,1349,8,274,105,396,880
1682.632,17,14,1036,7,30,280424,30,406,7,62,280428,62,630
0.427,17,2,180,1,30,0,30,58,1,94,0,94,122
1681.543,17,14,1036,7,30,280254,30,406,7,62,280255,62,630
4.046,6,38,7229,19,218,224,314,3383,19,513,211,1179,3846
0.467,6,12,1653,6,288,86,288,548,6,426,49,434,1105
367.029,6,20,1355,15,177,26216,177,977,5,110,15166,110,378
0.161,6,9,1339,5,145,40,145,349,4,826,50,826,990
1798.815,1,58,4872,0,0,0,0,0,58,56,31558,56,4872
0.042,6,13,3980,7,88,7,88,388,6,1670,8,2920,3592
0.11,6,10,1188,5,145,27,145,349,5,635,23,635,839
1799.899,6,276,23933,111,84,16362,369,11885,165,68,10974,1062,12048
290.334,1,3,180,3,32,145167,32,180,0,0,0,0,0
92.196,17,4,352,2,60,92195,60,176,2,60,92194,60,176
1778.447,6,84,6104,56,31,32335,31,3780,28,31,65868,31,2324
618.722,6,92,20631,42,323,15090,1460,10130,50,265,12618,1629,10501
1781.11,6,354,22440,207,69,8646,69,12420,147,69,12198,69,10020
0.021,17,3,660,2,64,13,64,184,1,448,0,448,476
115.73,6,1077,540199,590,847,196,1152,515928,487,398,237,1152,24271
1788.077,1,274,15344,274,28,6549,28,15344,0,0,0,0,0
1770.877,6,99,9240,66,65,27244,65,5577,33,59,55336,59,3663
1783.281,6,872,78156,448,213,3989,485,37580,424,72,4215,672,40576
280.491,6,30,7432,13,158,23374,267,1317,17,678,17528,4140,6115
280.437,6,29,7392,12,158,25494,267,1277,17,678,17524,2085,6115
0.763,6,23,7437,14,274,58,668,2109,9,1210,86,1946,5328
240.127,6,39,8652,19,165,13340,517,1990,20,623,12637,1402,6662
17.887,6,24,5065,11,255,1788,722,1591,13,310,1474,1408,3474
163.461,17,4,1344,4,308,54487,308,1344,0,0,0,0,0
59.784,6,595,277431,309,827,194,1152,260486,286,423,208,1179,16945
1799.351,17,450,39960,405,35,4453,288,25740,45,288,40019,288,14220
0.78,17,4,824,2,39,526,39,134,2,317,253,345,690
1791.227,6,356,22520,208,69,8653,69,12460,148,69,12184,69,10060
300.279,6,28,7011,13,158,25023,267,1317,15,636,21442,2076,5694
0.662,6,11,3650,6,170,128,170,490,5,1446,148,2675,3160
0.178,6,4,160,2,0,1,0,80,2,0,0,0,80
1793.104,1,58,4872,0,0,0,0,0,58,56,31457,56,4872
193.063,6,1727,851419,934,844,206,1152,811077,793,391,243,1179,40342
0.063,17,2,216,1,45,0,45,73,1,115,0,115,143
0.057,17,2,180,1,30,0,30,58,1,94,0,94,122
367.057,6,24,1575,15,177,26218,177,989,9,110,9141,110,586
20.823,17,4,1344,4,308,6941,308,1344,0,0,0,0,0
1787.181,6,102,8364,68,66,26674,66,4964,34,60,54143,60,3400
105.939,2,2,64,2,8,105939,8,64,0,0,0,0,0
591.022,6,118,21505,62,198,9688,469,9640,56,196,10741,1460,11865
157.375,6,28,12978,14,519,84,884,2681,14,972,12095,1503,10297
4.222,6,38,7229,19,218,234,314,3383,19,440,220,1152,3846
8.619,6,22,6636,7,154,1436,267,752,15,527,611,1997,5884
1791.255,6,249,36473,154,302,11707,302,26450,95,83,19055,83,10023
131.684,6,22,9571,12,372,63,802,1630,10,1505,14617,3117,7941
1797.545,1,58,4872,58,56,31535,56,4872,0,0,0,0,0
1.076,17,21,14668,12,1014,95,1350,12504,9,212,130,1350,2164
1192.062,2,8,256,8,8,170294,8,256,0,0,0,0,0
0.218,6,4,493,2,241,218,241,321,2,92,3,92,172
0.259,6,26,6149,14,181,19,537,1654,12,643,22,1542,4495
1750.505,6,198,13113,99,61,17862,208,8254,99,31,17859,31,4859
0.036,17,4,284,2,32,17,32,120,2,54,20,60,164
881.896,2,6,192,6,8,176379,8,192,0,0,0,0,0
9.997,6,15,2307,8,210,1425,210,856,7,545,1656,905,1451
0.073,17,4,1574,4,365,24,373,1574,0,0,0,0,0
31.056,17,6,638,6,78,6211,84,638,0,0,0,0,0
0.109,6,9,1002,5,213,27,213,417,4,421,20,421,585
1.591,6,46,17405,26,827,63,1360,11829,20,476,71,2720,5576
1787.485,6,102,8364,68,66,26678,66,4964,34,60,54161,60,3400
108.319,6,5202,4595059,3380,1281,31,1368,4495651,1822,931,59,2736,99408
1719.408,17,12,498,11,14,171940,14,462,1,8,0,8,36
209.356,6,22,4688,8,272,262,516,1140,14,298,16097,1452,3548
2.06,6,13,2311,8,188,294,245,700,5,1407,451,1407,1611
280.228,6,29,7392,13,158,23352,267,1317,16,603,18677,2036,6075
214.869,6,16,1161,7,31,35811,31,445,9,31,26836,31,716
192.876,6,22,6387,11,138,19286,267,1003,11,822,19286,1460,5384
1.801,6,27,10199,16,284,120,585,1497,11,1032,162,1412,8702
0.154,6,9,1343,5,145,38,145,349,4,830,24,830,994
0.165,6,43,17569,24,967,7,1420,12588,19,467,8,1883,4981
18.875,17,41,13549,21,455,942,1350,10158,20,141,991,1350,3391
53.739,6,30,7297,14,155,4133,267,1346,16,441,3582,1420,5951
122.081,17,4,352,2,60,122079,60,176,2,60,122080,60,176
2.072,17,2,144,1,36,0,36,64,1,52,0,52,80
132.657,6,41,8718,15,159,3678,267,1722,26,312,5306,2840,6996
0.199,6,2,80,1,0,0,0,40,1,0,0,0,40
0.424,6,7,295,4,0,141,0,164,3,7,107,7,131
13.66,17,4,3296,4,796,4553,1451,3296,0,0,0,0,0
1624.747,1,7,392,7,28,270791,28,392,0,0,0,0,0
0.026,6,18,6108,10,88,2,88,556,8,1305,3,1880,5552
1680.485,1,15,840,15,28,120034,28,840,0,0,0,0,0
33.39,6,27,4924,14,180,2568,722,1844,13,480,2768,2118,3080
3.992,6,11,467,6,0,798,0,248,5,7,742,7,219
0.169,1,2,112,2,28,169,28,112,0,0,0,0,0
2.117,17,2,685,1,308,0,308,336,1,321,0,321,349
1786.527,6,106,8644,70,66,25891,66,5044,36,60,51040,60,3600
240.19,6,53,19246,29,826,8577,1402,16392,24,199,10442,580,2854
2.353,6,270,284364,144,231,16,255,9872,126,2178,18,16416,274492
2.106,17,2,685,1,308,0,308,336,1,321,0,321,349
11.713,6,1873,1626812,1148,1363,10,1380,1593582,725,468,16,3303,33230
280.459,6,30,7432,14,158,21573,267,1357,16,678,18693,3456,6075
547.151,1,15,4972,15,303,39082,360,4972,0,0,0,0,0
105.643,6,91,60371,55,1217,1956,1448,50338,36,679,2834,1448,10033
1781.153,6,103,8395,68,65,26584,65,4930,35,59,52384,59,3465
316.95,6,102,35658,55,562,5869,1360,24749,47,322,6887,2720,10909
309.997,1,4,467,4,88,103332,105,467,0,0,0,0,0
504.368,2,4,128,4,8,168122,8,128,0,0,0,0,0
1657.805,6,105,11786,46,37,36839,37,2884,59,446,28582,446,8902
1335.421,6,266,16781,154,69,8728,69,9265,112,69,12030,69,7516
61.819,6,74,48738,44,1192,1437,1448,40449,30,746,2123,1448,8289
1784.998,6,233,27081,128,75,14055,267,9977,105,127,17159,1933,17104
0.168,6,27,7296,14,155,12,267,1341,13,603,13,2800,5955
82.666,6,21,8900,11,355,76,764,1539,10,1158,9166,2521,7361
33.707,6,36,5403,17,154,2106,722,1976,19,243,1861,1440,3427
6.744,6,18,10806,6,106,1348,106,354,12,996,612,1420,10452
4.651,6,41,7349,20,218,244,314,3423,21,440,219,1152,3926
1775.214,17,138,11040,69,48,26105,48,5244,69,56,26105,56,5796
33.611,6,31,5293,15,154,2400,722,1859,16,371,2227,2026,3434
382.902,17,11,836,11,48,38290,48,836,0,0,0,0,0
177.716,6,71,48159,45,1178,4039,1408,40073,26,960,2463,3847,8086
0.023,17,2,203,1,35,0,35,63,1,112,0,112,140
1794.671,17,87,3648,86,14,21113,14,3612,1,8,0,8,36
0.307,6,24,7437,12,334,27,663,1969,12,806,27,1408,5468
379.866,6,18,1242,14,180,29220,180,916,4,110,20079,110,326
3.399,17,3,1173,3,363,1699,363,1173,0,0,0,0,0
1777.482,17,142,11360,71,48,25392,48,5396,71,56,25392,56,5964
1746.141,6,94,6748,60,31,29595,31,4050,34,31,52904,31,2698
1783.288,17,142,11464,71,49,25475,136,5484,71,56,25475,72,5980
317.011,6,82,19655,38,330,8567,1460,9808,44,260,7368,3089,9847
7.56,6,612,513671,371,1314,19,1368,496475,241,776,30,1473,17196
42.384,17,14,1064,14,48,3260,48,1064,0,0,0,0,0
0.418,6,12,1653,6,288,82,288,548,6,426,44,434,1105
0.005,17,2,176,1,52,0,52,80,1,68,0,68,96
0.285,17,2,2384,2,1164,285,1164,2384,0,0,0,0,0
1.635,6,31,13206,18,517,96,1360,3351,13,1165,97,3921,9855
72.623,6,48,9092,24,360,491,766,2145,24,351,3148,2128,6947
0.249,17,2,152,1,48,0,48,76,1,48,0,48,76
3.204,17,5,295,5,31,801,31,295,0,0,0,0,0
0.01,17,2,353,1,36,0,36,64,1,261,0,261,289
1799.647,17,448,39896,403,35,4476,288,25676,45,288,40022,288,14220
6.081,6,20,6308,10,262,666,517,1316,10,893,666,2451,4992
1680.663,1,15,840,15,28,120047,28,840,0,0,0,0,0
0.326,6,28,9133,14,261,25,683,1780,14,943,24,1408,7353
1798.76,1,58,4872,0,0,0,0,0,58,56,31557,56,4872
957.819,1,14,784,14,28,73678,28,784,0,0,0,0,0
2.061,17,3,174,3,30,1030,30,174,0,0,0,0,0
0.357,6,2,421,1,0,0,0,40,1,341,0,341,381
6.134,17,4,240,2,32,6133,32,120,2,32,6133,32,120
1794.55,17,87,3648,86,14,21112,14,3612,1,8,0,8,36
54.323,6,36,8360,18,378,507,786,1886,18,478,3188,2128,6474
2.056,6,20,4960,10,137,228,267,1092,10,692,202,1467,3868
0.505,17,3,543,2,39,9,39,134,1,381,0,381,409
1602.924,6,24,3973,16,262,106861,413,2740,8,114,228963,269,1233
240.227,6,53,16641,28,731,8897,1402,13901,25,179,10009,580,2740
0.404,6,10,1671,6,552,80,948,1348,4,159,134,159,323
517.024,6,30,2180,16,31,28115,31,1080,14,31,39758,31,1100
1797.951,6,416,24920,208,69,8685,69,12460,208,34,8685,48,12460
0.062,17,2,144,1,36,0,36,64,1,52,0,52,80
1779.908,17,142,11360,71,48,25427,48,5396,71,56,25427,56,5964
1776.021,6,180,15480,120,69,14924,69,8940,60,69,30099,69,6540
33.633,6,30,5042,15,154,2402,722,1859,15,399,2389,1408,3183
280.273,6,28,7352,12,158,25479,267,1277,16,543,18681,1400,6075
2.465,6,14,2351,8,188,352,245,700,6,703,441,1152,1651
1750.747,17,12,498,11,14,175074,14,462,1,8,0,8,36
5.021,17,4,288,2,36,5004,36,128,2,52,5005,52,160
1031.755,17,47,17174,47,337,22429,548,17174,0,0,0,0,0
0.231,17,4,284,2,32,1,32,120,2,54,1,60,164
1740.916,6,87,6322,58,31,30542,31,3915,29,31,62175,31,2407
1770.648,6,99,9306,66,66,27240,66,5610,33,60,55329,60,3696
0.021,17,4,284,2,32,13,32,120,2,54,9,60,164
185.091,17,2,672,2,308,185091,308,672,0,0,0,0,0
0.451,6,28,6224,14,164,34,453,1570,14,651,31,2194,4654
0.269,6,22,5040,11,137,26,267,1132,11,577,26,1400,3908
0.225,17,2,780,2,362,225,362,780,0,0,0,0,0
300.169,6,47,16486,26,888,11999,1360,10844,21,399,15000,1360,5642
1798.519,17,447,39580,403,35,4473,288,25676,44,288,40950,288,13904
195.358,17,4,352,2,60,195357,60,176,2,60,195357,60,176
15.481,17,20,2940,10,48,1718,48,760,10,190,1715,308,2180
1772.082,6,180,15480,120,69,14891,69,8940,60,69,30033,69,6540
300.804,2,5,160,5,8,75201,8,160,0,0,0,0,0
7.379,6,6,336,2,0,7379,0,112,4,0,2367,0,224
1.166,6,24,8004,12,164,90,267,1288,12,1014,90,2423,6716
361.464,6,47,10410,29,284,12909,1360,4888,18,399,507,1360,5522
0.145,6,46,21155,26,1076,5,1420,16134,20,467,7,1883,5021
1777.213,17,140,11200,70,48,25756,48,5320,70,56,25756,56,5880
12.44,6,1867,1662045,1168,1368,10,1380,1628856,699,467,17,1923,33189
240.316,6,44,8468,22,449,11443,1418,5648,22,208,11443,580,2820
254.469,1,14,784,14,28,19574,28,784,0,0,0,0,0
87.666,6,19519,20573524,6361,650,13,652,365949,13158,1484,6,5792,20207575
0.412,6,10,1992,5,288,97,288,508,5,424,57,434,1484
0.082,17,2,322,1,33,0,33,61,1,233,0,233,261
7.484,17,3,228,3,48,3742,48,228,0,0,0,0,0
364.524,6,98,13628,49,158,7593,1189,4970,49,247,7594,1420,8658
1771.059,6,99,9240,66,65,27247,65,5577,33,59,55342,59,3663
223.349,6,33,8038,10,130,24815,267,1324,23,304,10151,1460,6714
1744.724,2,29,928,29,8,62311,8,928,0,0,0,0,0
0.756,6,26,5680,14,121,58,267,1295,12,650,61,1414,4385
0.052,17,2,273,1,35,0,35,63,1,182,0,182,210
11.935,6,1770,1629528,1151,1363,10,1420,1600417,619,475,19,1883,29111
1738.158,1,56,4704,0,0,0,0,0,56,56,31602,56,4704
1.356,6,23,7952,13,164,96,267,1340,10,1216,126,3859,6612
2.228,6,14,2351,8,188,318,245,700,6,703,396,1152,1651
10.522,6,95,30233,49,577,219,1152,23911,46,407,228,1152,6322
1740.678,17,30,20190,30,645,60023,645,20190,0,0,0,0,0
42.367,17,24,2112,12,48,3850,48,912,12,72,3850,72,1200
11.758,6,1859,1624810,1126,1389,10,1420,1591257,733,467,16,1883,33553
0.427,6,3,144,2,0,1,0,92,1,0,0,0,52
0.146,6,9,1050,5,261,36,261,465,4,421,40,421,585
240.201,6,53,18263,28,819,8896,1402,15401,25,194,10008,580,2862
129.044,6,19,6693,6,182,25808,267,979,13,648,10749,1942,5714
0.224,6,143,106612,76,345,2,345,4305,67,1520,2,2736,102307
4.624,6,45,8409,22,227,220,314,4062,23,427,199,1152,4347
1744.617,2,25,800,25,8,72692,8,800,0,0,0,0,0
253.765,17,4,352,2,60,253763,60,176,2,60,253764,60,176
294.844,1,4,224,4,28,98281,28,224,0,0,0,0,0
240.261,6,56,19799,30,808,8284,1408,16921,26,189,9610,580,2878
1771.769,1,110,6160,110,28,16254,28,6160,0,0,0,0,0
240.281,6,44,9290,21,528,12013,1408,5868,23,246,10921,617,3422
289.487,6,43,7710,22,147,13782,517,2047,21,456,14472,1418,5663
0.256,17,2,387,1,39,0,39,67,1,292,0,292,320
0.305,6,22,4442,11,165,30,456,1394,11,493,29,888,3048
172.847,17,4,240,2,32,172845,32,120,2,32,172846,32,120
22.442,6,14,820,6,0,4488,0,340,8,0,2145,0,480
122.025,6,53,30200,27,840,330,1460,6215,26,1207,4875,2149,23985
1798.907,17,448,39896,403,35,4474,288,25676,45,288,40021,288,14220
1.57,6,47,19085,27,885,60,1360,13509,20,433,71,1360,5576
62.388,6,76,52475,47,1193,1356,1368,44230,29,841,2218,2519,8245
240.215,6,53,17866,28,799,8896,1402,15063,25,186,10008,580,2803
11.749,6,1875,1623999,1135,1376,10,1420,1590178,740,467,15,1883,33821
10.525,6,18,5610,10,275,1169,275,958,8,1440,790,1440,4652
1743.604,6,95,7203,63,38,28122,205,4476,32,33,56236,98,2727
0.091,6,10,1671,6,552,17,948,1348,4,159,30,159,323
280.193,6,29,7392,13,158,23349,267,1317,16,603,18677,2036,6075
1787.07,6,108,8604,68,66,26672,66,4964,40,60,45818,60,3640
1674.613,2,12,384,12,8,152237,8,384,0,0,0,0,0
10.425,6,91,27354,46,565,231,1152,21072,45,447,231,1179,6282
7.222,6,1356,1254585,861,1381,8,1408,1224181,495,931,14,2801,30404
53.793,6,10,703,5,275,13448,275,483,5,0,2266,0,220
1746.78,6,96,7255,62,38,28635,205,4424,34,33,52920,98,2831
10.557,6,20,4390,11,275,1055,275,998,9,755,728,1414,3392
1778.55,17,140,11200,70,48,25775,48,5320,70,56,25775,56,5880
1787.922,6,370,25770,214,99,8393,469,15114,156,69,11534,69,10656
265.152,6,30,7432,13,158,22096,267,1317,17,543,16569,1400,6115
3.785,6,2,88,2,0,0,0,88,0,0,0,0,0
135.274,6,42,10969,21,865,776,1360,5234,21,348,6755,2667,5735
301.807,6,59,26633,34,1067,9145,1440,20602,25,358,401,1440,6031
1786.673,17,87,3648,86,14,21019,14,3612,1,8,0,8,36
1799.88,6,417,36978,188,67,9624,659,13898,229,88,7893,4658,23080
1790.536,6,356,22520,208,69,8649,69,12460,148,69,12180,69,10060
1772.856,6,180,15480,120,69,14897,69,8940,60,69,30047,69,6540
280.581,6,25,7094,11,181,28058,267,1168,14,595,21566,1400,5926
0.03,6,9,11624,1,0,0,0,40,8,1396,3,1396,11584
1735.935,1,56,4704,56,56,31562,56,4704,0,0,0,0,0
2.626,2,2,64,2,8,2626,8,64,0,0,0,0,0
0.975,17,6,606,3,33,478,33,183,3,113,476,145,423
1799.901,17,449,39928,404,35,4466,288,25708,45,288,40020,288,14220
1796.411,6,388,23800,208,69,8678,69,12460,180,45,10035,69,11340
1783.805,6,369,23385,213,69,8414,69,13005,156,69,11508,69,10380
6.826,6,488,436613,320,1307,20,1368,423213,168,776,39,1473,13400
1786.816,6,104,8376,68,65,26668,65,4930,36,59,51048,59,3446
1799.593,6,367,25650,214,99,8448,469,15045,153,69,11836,69,10605
310.016,6,51,23931,30,1043,10690,1408,16265,21,596,3210,2816,7666
14.41,17,4,1576,4,366,4803,548,1576,0,0,0,0,0
0.53,6,306,249034,169,198,3,253,10738,137,1725,3,7040,238296
0.183,6,27,7296,13,155,15,267,1301,14,543,13,1400,5995
